MMSI,NAVSTATUS,ROT,SOG,LAT,LON,COG,TRUE_HEADING,DATETIME,IMO,VESSELNAME,VESSELTYPEINT,SHIPLENGTH,SHIPWIDTH,BOW,STERN,PORT,STARBOARD,DRAUGHT,DESTINATION,CALLSIGN,POSACCURACY,ETA,POSFIXTYPE
636013199,0,2402.718879,2,-33.03223333,-71.62453333,297,206,1330606254,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2382.050426,2,-33.03225,-71.62446667,297,209,1330606247,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2382.050426,2.1,-33.03226667,-71.62445,297,210,1330606245,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2402.718879,2.1,-33.03238333,-71.62415,299,222,1330606215,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2382.050426,2.1,-33.03246667,-71.624,301,229,1330606201,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2382.050426,2.1,-33.03248333,-71.62398333,299,231,1330606198,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2382.050426,2.2,-33.03256667,-71.62386667,303,237,1330606184,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2382.050426,2.3,-33.03271667,-71.62358333,310,250,1330606157,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2361.471253,2.3,-33.03273333,-71.62353333,311,253,1330606152,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2361.471253,2.3,-33.03276667,-71.62348333,311,254,1330606151,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2382.050426,2.4,-33.03281667,-71.6234,313,259,1330606138,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2382.050426,2.4,-33.03298333,-71.6232,319,269,1330606119,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2.856978453,1.8,-33.0335,-71.62251667,282,290,1330606037,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,6.42820152,2,-33.03356667,-71.6219,270,283,1330605977,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,7.544208728,2.2,-33.03353333,-71.62125,257,275,1330605920,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,8.749496513,2.4,-33.03348333,-71.62113333,253,274,1330605909,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,7.544208728,2.9,-33.0331,-71.6195,245,258,1330605787,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2.187374128,3.6,-33.03225,-71.61758333,241,244,1330605666,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,5.401474888,3.7,-33.03121667,-71.6154,237,242,1330605539,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,7.544208728,3.8,-33.03111667,-71.61525,233,241,1330605531,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,0,3.9,-33.02918333,-71.61246667,229,231,1330605358,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,0,4,-33.02805,-71.611,231,231,1330605269,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,0,4,-33.02726667,-71.6098,232,231,1330605197,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,2745.556294,4.2,-33.0258,-71.60771667,232,231,1330605081,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
636013199,0,0,4.4,-33.02475,-71.60625,229,231,1330604999,8908090,SEABOARD RELIANCE   ,79,170,13,138,32,2,11,100,VALPARAISO          ,A8LI2  ,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603349,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603357,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603366,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603376,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603397,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603407,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603416,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
7251861,15,731.3864841,0,-33.03794833,-71.627405,0,511,1330603445,1,CRS VALPARAISO,0,1,1,0,1,0,1,0,NONE,CBV20,0,-1,-1
