MMSI,NAVSTATUS,ROT,SOG,LAT,LON,COG,TRUE_HEADING,DATETIME,IMO,VESSELNAME,VESSELTYPEINT,SHIPLENGTH,SHIPWIDTH,BOW,STERN,PORT,STARBOARD,DRAUGHT,DESTINATION,CALLSIGN,POSACCURACY,ETA,POSFIXTYPE
366938450,0,731.3864841,5.3,32.6272,-117.31685,109,511,1330604063,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.5,32.6262,-117.3135167,110,511,1330604183,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.5,32.6257,-117.3118,108,511,1330604244,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.7,32.62456667,-117.3078167,108,511,1330604384,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.5,32.624,-117.3058,108,511,1330604454,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.2,32.62293333,-117.3022333,109,511,1330604584,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.2,32.62245,-117.3006333,110,511,1330604644,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.1,32.62143333,-117.2974333,111,511,1330604764,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.3,32.62095,-117.2958167,109,511,1330604824,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.3,32.61986667,-117.2923333,110,511,1330604953,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.1,32.61885,-117.2891333,111,511,1330605073,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.2,32.61835,-117.2875167,111,511,1330605133,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.3,32.61783333,-117.2858833,111,511,1330605193,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.4,32.6161,-117.2804167,111,511,1330605394,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.4,32.6155,-117.2785,110,511,1330605463,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.3,32.61488333,-117.27655,110,511,1330605533,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.3,32.61435,-117.2748833,111,511,1330605593,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.3,32.6138,-117.2732333,111,511,1330605653,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.4,32.61328333,-117.2715833,111,511,1330605713,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.3,32.61275,-117.2699333,111,511,1330605773,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.3,32.61228333,-117.2683,108,511,1330605833,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.5,32.61181667,-117.2666333,108,511,1330605893,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.6,32.61135,-117.2649667,109,511,1330605953,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.3,32.61086667,-117.26325,109,511,1330606014,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.4,32.61038333,-117.2615833,109,511,1330606074,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.5,32.60991667,-117.2598833,108,511,1330606133,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.5,32.60946667,-117.2581833,107,511,1330606193,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.4,32.60906667,-117.25645,102,511,1330606253,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.3,32.6087,-117.2544333,102,511,1330606324,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.2,32.60821667,-117.2504,97,511,1330606464,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,6.2,32.6117,-117.2404167,42,511,1330606843,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,6.2,32.61303333,-117.2390833,41,511,1330606903,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,6.3,32.6201,-117.2329667,28,511,1330607204,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,7.1,32.69731667,-117.2316167,10,511,1330610135,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,7,32.69143333,-117.23155,353,511,1330609954,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,7.1,32.69925,-117.2312333,9,511,1330610195,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.6,32.6839,-117.2303667,353,511,1330609714,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
366938450,0,731.3864841,5.4,32.68243333,-117.2302,357,511,1330609654,7427477,HOWARD OLSEN        ,31,34,10,12,22,4,6,40,SD#1/ K&D=L         ,WDB7214,1,-1,-1
338118417,-1,-1,0,32.764265,-117.2409733,224.2,511,1330608169,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76426,-117.2409667,249.5,511,1330608528,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76425833,-117.240965,280.8,511,1330608348,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76427667,-117.2409633,303.9,511,1330605289,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
338118417,-1,-1,0,32.76426667,-117.2409567,278.3,511,1330608710,-1,null,100,0,0,0,0,0,0,-1,null,DL!P,0,-1,-1
