100;12;8.074558,50.016009,2
16.365207,42.007914,1
16.238310,52.326036,1
13.911852,47.925984,0
16.365207,42.007914,1
11.479646,49.003997,0
13.911852,47.947984,0
11.437347,48.959996,1
10.675961,44.405942,0
10.675961,44.339941,0
11.754591,43.019926,0
12.812072,53.756053,0;
8.138007,50.060009,2
16.301759,41.941913,1
16.238310,52.326036,1
13.848403,47.903984,0
16.301759,41.941913,1
11.543095,49.069997,0
13.848403,47.903984,0
11.543095,48.981996,1
10.739409,44.449943,0
10.739409,44.317941,0
11.775741,43.107927,0
12.833221,53.668052,0;
8.222605,50.126010,2
16.238310,41.853912,1
16.196011,52.370036,1
13.763805,47.881983,0
16.238310,41.853912,1
11.585394,49.113998,0
13.763805,47.881983,0
11.627693,48.981996,1
10.802858,44.471943,0
10.802858,44.273941,0
11.775741,43.173928,0
12.833221,53.602051,0;
8.307204,50.192011,2
16.174861,41.787911,1
16.111412,52.436037,1
13.700356,47.837983,0
16.174861,41.787911,1
11.648843,49.157998,0
13.700356,47.837983,0
11.733441,49.003997,1
10.845158,44.515944,0
10.887457,44.251940,0
11.796890,43.261929,0
12.854371,53.514050,0;
8.370652,50.236011,2
16.111412,41.699910,1
16.047963,52.502038,1
13.636907,47.815983,0
16.111412,41.721911,1
11.691142,49.223999,0
13.636907,47.815983,0
11.818040,49.025997,1
10.908606,44.559944,0
10.950906,44.229940,0
11.818040,43.327929,0
12.854371,53.448049,0;
8.455251,50.302012,2
16.047963,41.633909,1
15.984514,52.568039,1
13.573458,47.771982,0
16.047963,41.633909,1
11.754591,49.268000,0
13.573458,47.771982,0
11.923788,49.025997,1
10.972055,44.603945,0
11.014354,44.185940,0
11.839190,43.393930,0
12.875521,53.382048,0;
8.518700,50.346012,2
15.984514,41.567909,1
15.899916,52.612039,1
13.510009,47.727982,0
15.984514,41.567909,1
11.796890,49.334000,0
13.510009,47.749982,0
12.008386,49.047997,1
11.035504,44.647945,0
11.077803,44.163939,0
11.839190,43.481931,0
12.875521,53.294047,0;
8.603298,50.412013,2
15.984514,41.545908,1
15.836467,52.678040,1
13.446560,47.705981,0
15.963365,41.523908,1
11.860339,49.378001,0
13.446560,47.705981,0
12.092985,49.069997,1
11.098953,44.691946,0
11.162402,44.141939,0
11.860339,43.547932,0
12.896670,53.228047,0;
8.687897,50.478014,2
16.026814,41.611909,1
15.751869,52.744041,1
13.361962,47.661981,0
16.026814,41.589909,1
11.902638,49.444002,0
13.383112,47.683981,0
12.198733,49.069997,1
11.162402,44.735946,0
11.225851,44.097939,0
11.881489,43.635933,0
12.896670,53.140045,0;
8.751345,50.522015,2
16.090262,41.677910,1
15.688420,52.810042,1
13.298513,47.639980,0
16.090262,41.677910,1
11.966087,49.488002,0
13.298513,47.639980,0
12.283331,49.091998,1
11.225851,44.779947,0
11.289299,44.075938,0
11.902638,43.701934,0
12.917820,53.074045,0;
8.835944,50.588015,2
16.153711,41.765911,1
15.624971,52.876042,1
13.235064,47.595980,0
16.153711,41.743911,1
12.008386,49.532003,0
13.235064,47.617980,0
12.389080,49.113998,1
11.289299,44.823947,0
11.352748,44.053938,0
11.923788,43.767935,0
12.917820,52.986044,0;
8.920542,50.654016,2
16.217160,41.831912,1
15.540372,52.942043,1
13.171615,47.573980,0
16.217160,41.809912,1
12.071835,49.598004,0
13.171615,47.573980,0
12.325631,49.091998,1
11.352748,44.867948,0
11.437347,44.031938,0
11.966087,43.767935,0
12.938970,52.920043,0;
8.983991,50.698017,2
16.280609,41.919913,1
15.476924,53.008044,1
13.108167,47.529979,0
16.280609,41.897913,1
